Battery,Cell,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,Temperature,SOH
1,12701055,15829.126,0.49178,-0.00264,12516.703,0.49966,0.07125,9909.4424,1.03332,0.06822,7835.48,0.51561,0.0289,6217.2461,0.35661,0.04586,4905.291,0.47783,0.05099,3881.2737,0.33836,0.0372,3070.9827,0.60664,0.05255,2430.7778,0.64638,0.09081,1923.1537,0.73613,0.06216,1522.4358,0.35013,0.08841,1203.8446,0.36137,0.06953,952.86591,0.59901,0.07352,754.27557,0.48192,0.10263,596.71857,0.81742,0.0539,471.96338,0.63409,0.0718,373.20856,0.64685,0.05947,295.47278,0.99625,0.06259,233.87738,1.02327,0.06595,185.05922,0.6884,0.10484,146.35823,0.70354,0.13324,115.77804,1.17046,0.13925,91.6721,0.73621,0.09321,72.51701,1.34616,0.20114,57.36816,0.61524,0.12829,45.3629,0.9294,0.14686,35.93134,1.08453,0.15568,28.40909,0.98669,0.19035,22.48202,0.86951,0.11406,17.79613,0.89913,0.20524,14.06813,0.74877,0.22969,11.1448,0.73816,0.18368,8.81772,0.67535,0.25776,6.97545,1.02641,0.18109,5.5173,1.14779,0.17392,4.36941,1.08896,0.21497,3.45686,2.06827,0.16964,2.73547,1.28229,0.15469,2.16054,1.14777,0.13372,1.70952,1.17609,0.21982,1.35352,1.19046,0.11596,1.07079,1.01293,0.18989,0.84734,0.71633,0.29436,0.67072,1.22306,0.10344,0.53067,1.07682,-0.05023,0.41976,1.00565,0.1067,0.33183,1.22571,0.05322,0.26261,1.26628,0.12393,0.20791,0.65427,0.13795,0.16452,1.29471,-0.3175,0.13007,1.31123,0.17757,0.10309,1.32966,0.20122,0.08153,1.35334,0.22593,0.06443,1.53332,0.13232,0.05102,1.42869,0.28493,0.04042,1.69874,0.32475,0.03192,2.20343,0.37751,0.02528,2.72523,0.65867,0.01999,0.79566,0.78404,45,78
1,12701055,15829.126,0.49178,-0.00264,12516.703,0.30863,-0.01158,9909.4424,0.50758,0.0494,7835.48,0.4911,0.00924,6217.2461,0.46751,0.02785,4905.291,0.56755,0.04225,3881.2737,0.61121,0.02792,3070.9827,0.55995,0.08543,2430.7778,0.57244,0.0571,1923.1537,0.66184,0.11085,1522.4358,0.57795,0.11462,1203.8446,0.72967,0.06953,952.86591,0.59901,0.05578,754.27557,0.6102,0.05074,596.71857,0.56151,0.11453,471.96338,0.4879,0.09566,373.20856,0.69353,0.07082,295.47278,0.63176,0.09483,233.87738,0.99332,0.09969,185.05922,0.6884,0.09631,146.35823,0.81928,0.14108,115.77804,0.73447,0.14455,91.6721,0.81648,0.07917,72.51701,1.14075,0.13051,57.36816,1.13822,0.162,45.3629,0.72241,0.15257,35.93134,0.81701,0.16445,28.40909,0.74113,0.19154,22.48202,0.86951,0.15586,17.79613,0.8625,0.17935,14.06813,1.2407,0.20698,11.1448,0.9637,0.21132,8.81772,0.99697,0.18498,6.97545,1.0302,0.2619,5.5173,0.68894,0.17392,4.36941,1.08896,0.15183,3.45686,1.2975,0.1548,2.73547,1.02399,0.01795,2.16054,1.61941,0.13372,1.70952,0.70735,0.09663,1.35352,1.1358,0.12828,1.07079,1.54425,0.03512,0.84734,0.88152,0.10529,0.67072,1.10096,0.10344,0.53067,1.44818,0.02932,0.41976,1.02479,0.1067,0.33183,1.25647,0.11351,0.26261,1.26628,0.12393,0.20791,1.2797,0.13795,0.16452,1.29471,-0.26427,0.13007,1.34374,0.66336,0.10309,1.32966,0.20122,0.08153,1.52656,-0.0329,0.06443,1.34966,0.25438,0.05102,1.54767,0.46393,0.04042,1.48088,0.32475,0.03192,1.66141,0.37751,0.02528,1.02022,0.33619,0.01999,-0.53631,0.66456,45,83
1,12701055,15829.126,0.27335,0.00987,12516.703,0.52413,0.02164,9909.4424,0.62294,0.04826,7835.48,0.51561,0.05102,6217.2461,0.48138,0.03601,4905.291,0.36581,0.02192,3881.2737,0.65065,0.02807,3070.9827,0.55611,0.05255,2430.7778,0.94182,0.0356,1923.1537,0.81232,0.06272,1522.4358,0.35013,0.06547,1203.8446,0.66534,0.06959,952.86591,0.72383,0.07034,754.27557,0.38109,0.05074,596.71857,0.58939,0.10987,471.96338,0.58078,0.05671,373.20856,0.41644,0.14542,295.47278,0.66011,0.11403,233.87738,0.82015,0.12289,185.05922,0.6884,0.11642,146.35823,0.64421,0.10759,115.77804,0.92053,0.18815,91.6721,0.90327,0.12318,72.51701,0.66631,0.11455,57.36816,0.72665,0.11173,45.3629,1.16425,0.14143,35.93134,0.96522,0.14211,28.40909,0.60643,0.1848,22.48202,0.86951,0.15281,17.79613,0.69417,0.22343,14.06813,0.65739,0.1416,11.1448,0.7826,0.10165,8.81772,1.23235,0.15645,6.97545,1.32638,0.21585,5.5173,0.96133,0.19341,4.36941,0.6921,0.16174,3.45686,1.01251,0.16192,2.73547,1.13879,0.18247,2.16054,0.73243,0.13372,1.70952,1.11798,0.07755,1.35352,1.50554,0.12379,1.07079,1.58302,0.03033,0.84734,1.09095,0.11414,0.67072,1.0878,0.12314,0.53067,1.20897,0.25923,0.41976,1.23054,0.1067,0.33183,0.779,0.11351,0.26261,1.26628,0.03749,0.20791,0.96609,0.52278,0.16452,1.42718,0.28117,0.13007,1.56563,0.17757,0.10309,0.83015,0.18983,0.08153,0.71751,-0.2133,0.06443,1.91509,0.37565,0.05102,1.44863,0.30823,0.04042,1.48088,0.32475,0.03192,1.07161,0.37751,0.02528,1.59403,-0.07486,0.01999,0.69384,0.14161,25,82
1,12701055,15829.126,0.50964,-0.00264,12516.703,0.52006,0.00377,9909.4424,0.28618,0.01004,7835.48,0.41678,0.053,6217.2461,0.39304,0.05026,4905.291,0.45359,0.05329,3881.2737,0.37206,0.03437,3070.9827,0.54945,0.07271,2430.7778,0.55857,0.06383,1923.1537,0.56806,0.07087,1522.4358,0.45004,0.04238,1203.8446,0.68273,0.08134,952.86591,0.7805,0.05142,754.27557,0.38109,0.07752,596.71857,0.68746,0.1035,471.96338,0.40409,0.09112,373.20856,0.8381,0.0859,295.47278,0.80128,0.06993,233.87738,0.84828,0.15848,185.05922,0.55882,0.09806,146.35823,0.82417,0.16091,115.77804,0.85405,0.09956,91.6721,0.73621,0.12318,72.51701,0.71136,0.13051,57.36816,1.13347,0.14018,45.3629,0.88497,0.16271,35.93134,0.93491,0.13822,28.40909,0.7288,0.1306,22.48202,1.03518,0.19707,17.79613,1.11599,0.22189,14.06813,0.93104,0.19658,11.1448,1.09138,0.14474,8.81772,1.47239,0.11352,6.97545,0.87234,0.21315,5.5173,1.06419,0.25779,4.36941,1.32869,0.11912,3.45686,1.18059,0.25545,2.73547,1.30652,0.08251,2.16054,1.4703,0.1233,1.70952,1.14098,0.19195,1.35352,1.00694,-0.03945,1.07079,1.28473,0.11366,0.84734,1.17125,0.09396,0.67072,1.81483,-0.05008,0.53067,1.07114,0.04068,0.41976,0.92586,0.1067,0.33183,1.41772,0.07388,0.26261,1.48757,-0.0739,0.20791,1.59022,0.25206,0.16452,0.89724,0.02026,0.13007,1.46864,0.44979,0.10309,1.16787,0.28514,0.08153,1.70358,0.01702,0.06443,1.92657,0.41736,0.05102,1.29636,0.58208,0.04042,2.48535,0.22512,0.03192,2.19746,0.84605,0.02528,-0.11252,0.97521,0.01999,1.35183,0.26826,25,73
1,12701055,15829.126,0.66585,-0.02052,12516.703,0.40287,-0.00823,9909.4424,0.28618,0.01274,7835.48,0.70115,0.0124,6217.2461,0.52366,0.03309,4905.291,0.68013,0.03689,3881.2737,0.37472,0.04387,3070.9827,0.44273,0.04382,2430.7778,0.37089,0.07337,1923.1537,0.61915,0.06748,1522.4358,0.70719,0.04713,1203.8446,0.58826,0.06953,952.86591,0.54,0.08391,754.27557,0.53115,0.09124,596.71857,0.62189,0.09073,471.96338,0.68854,0.10013,373.20856,0.64685,0.11441,295.47278,0.59566,0.09373,233.87738,0.67618,0.13959,185.05922,0.61187,0.10545,146.35823,0.692,0.08625,115.77804,0.67844,0.13386,91.6721,0.73621,0.14514,72.51701,1.00904,0.15056,57.36816,0.87079,0.13894,45.3629,0.81379,0.14686,35.93134,0.95192,0.13764,28.40909,0.8475,0.15493,22.48202,0.72646,0.13259,17.79613,0.89913,0.1135,14.06813,0.93104,0.19477,11.1448,0.7844,0.2315,8.81772,1.05082,0.20346,6.97545,0.90463,0.24594,5.5173,1.03048,0.13759,4.36941,1.1864,0.09676,3.45686,1.11514,0.19708,2.73547,0.77411,0.04028,2.16054,1.16029,0.19885,1.70952,1.44846,0.14888,1.35352,1.00338,0.11596,1.07079,1.18615,0.07314,0.84734,1.30956,0.18687,0.67072,1.45752,0.02434,0.53067,1.50735,-0.02085,0.41976,1.46455,0.15764,0.33183,1.00442,0.02993,0.26261,0.69713,0.08369,0.20791,1.36192,0.1665,0.16452,1.35934,-0.00965,0.13007,1.19509,0.37647,0.10309,1.12028,0.27795,0.08153,0.48251,0.03213,0.06443,1.63858,-0.02934,0.05102,1.36555,-0.14965,0.04042,0.81253,0.00087,0.03192,1.53778,0.16586,0.02528,1.66636,0.6007,0.01999,1.34668,1.17494,45,78
1,12701055,15829.126,0.59825,-0.01436,12516.703,0.54736,0.00293,9909.4424,0.74025,0.0306,7835.48,0.81601,0.03659,6217.2461,0.6583,0.03996,4905.291,0.68564,0.03828,3881.2737,0.31422,0.04269,3070.9827,0.75857,0.05374,2430.7778,0.85268,0.05358,1923.1537,0.60121,0.06136,1522.4358,0.52341,0.05511,1203.8446,0.67442,0.10907,952.86591,0.59621,0.11968,754.27557,0.80022,0.05578,596.71857,0.5622,0.08004,471.96338,0.51923,0.09174,373.20856,0.7166,0.09024,295.47278,0.74553,0.11344,233.87738,0.64314,0.13279,185.05922,0.9756,0.10484,146.35823,0.59685,0.10756,115.77804,0.62863,0.10937,91.6721,0.72196,0.11496,72.51701,0.80187,0.11045,57.36816,0.77346,0.1382,45.3629,0.95855,0.15509,35.93134,1.08191,0.13515,28.40909,0.89958,0.16095,22.48202,1.16185,0.19989,17.79613,0.89913,0.21335,14.06813,0.93104,0.1423,11.1448,1.06582,0.17753,8.81772,1.17831,0.18142,6.97545,0.68251,0.20597,5.5173,0.99601,0.06083,4.36941,1.27411,0.15309,3.45686,0.99733,0.04733,2.73547,1.0795,0.10789,2.16054,1.08584,0.17466,1.70952,1.04309,0.03212,1.35352,1.23188,0.04073,1.07079,1.09713,-0.01262,0.84734,1.1387,0.01848,0.67072,1.612,0.00954,0.53067,1.23407,0.16719,0.41976,1.69494,0.03758,0.33183,1.75448,0.2363,0.26261,1.32749,0.12393,0.20791,1.11722,0.02651,0.16452,1.34929,0.03718,0.13007,1.45559,0.27313,0.10309,1.51519,0.21145,0.08153,1.54209,0.40018,0.06443,0.86104,0.19523,0.05102,1.65417,0.1799,0.04042,0.9124,0.46307,0.03192,1.70904,0.38101,0.02528,2.49189,0.59278,0.01999,1.65161,0.42307,35,78
1,12701055,15829.126,0.27335,0.00872,12516.703,0.78325,0.00702,9909.4424,0.3789,0.01267,7835.48,0.4692,0.0293,6217.2461,0.51017,0.04052,4905.291,0.53207,0.04941,3881.2737,0.43731,0.05718,3070.9827,0.4793,0.04768,2430.7778,0.33231,0.05546,1923.1537,0.55444,0.06554,1522.4358,0.71902,0.05363,1203.8446,0.43369,0.09093,952.86591,0.86443,0.10573,754.27557,0.67597,0.05074,596.71857,0.39794,0.10524,471.96338,0.83774,0.07497,373.20856,0.41644,0.10183,295.47278,0.73949,0.10854,233.87738,0.44186,0.09818,185.05922,0.86012,0.07138,146.35823,0.46829,0.09736,115.77804,0.71945,0.07963,91.6721,0.73701,0.11458,72.51701,0.56267,0.1381,57.36816,0.77346,0.13055,45.3629,1.03507,0.15416,35.93134,0.67794,0.13629,28.40909,0.77187,0.19838,22.48202,0.96336,0.13964,17.79613,1.01018,0.15303,14.06813,0.8939,0.16098,11.1448,1.17692,0.1738,8.81772,0.92473,0.19086,6.97545,1.01454,0.06251,5.5173,1.05274,0.14209,4.36941,0.9848,0.05197,3.45686,0.96273,0.13753,2.73547,1.40986,0.16663,2.16054,1.0587,0.22693,1.70952,0.92915,0.12416,1.35352,1.03872,0.05756,1.07079,1.07005,0.11062,0.84734,1.13469,0.14149,0.67072,1.27395,0.10793,0.53067,1.04586,0.02339,0.41976,1.02778,0.03391,0.33183,1.39458,-0.04143,0.26261,0.90542,0.13758,0.20791,1.33845,0.18795,0.16452,1.02131,0.13564,0.13007,1.67246,-0.02582,0.10309,1.51411,0.01266,0.08153,1.35334,0.22593,0.06443,1.18303,-0.2278,0.05102,1.43453,0.57183,0.04042,1.29892,0.58389,0.03192,1.27055,0.36267,0.02528,1.59403,1.11387,0.01999,1.01184,0.2332,35,82
1,12701055,15829.126,0.27335,-0.00264,12516.703,1.02626,0.0252,9909.4424,0.60272,0.01449,7835.48,0.51561,0.04134,6217.2461,0.78825,0.04964,4905.291,0.80345,0.02543,3881.2737,0.58803,0.05832,3070.9827,0.33581,0.06086,2430.7778,0.33231,0.06109,1923.1537,0.63222,0.05714,1522.4358,0.64175,0.06355,1203.8446,0.6724,0.0847,952.86591,0.37745,0.05028,754.27557,0.56505,0.07752,596.71857,0.40765,0.06776,471.96338,0.45158,0.06651,373.20856,0.56535,0.06472,295.47278,0.84379,0.11122,233.87738,0.75921,0.07402,185.05922,0.6884,0.0771,146.35823,0.46829,0.11042,115.77804,0.92349,0.11231,91.6721,0.86693,0.15187,72.51701,0.79981,0.12151,57.36816,0.8615,0.11886,45.3629,0.62119,0.13258,35.93134,1.05402,0.15568,28.40909,0.8676,0.14163,22.48202,0.66486,0.17722,17.79613,0.93506,0.16791,14.06813,0.74271,0.16475,11.1448,0.88124,0.12665,8.81772,1.02786,0.15151,6.97545,1.04224,0.12495,5.5173,1.09443,0.19744,4.36941,1.01423,0.22798,3.45686,0.923,0.15295,2.73547,0.83129,0.16396,2.16054,1.03411,0.04342,1.70952,1.10156,0.11823,1.35352,0.91165,0.02602,1.07079,1.51531,0.10732,0.84734,1.10775,0.10529,0.67072,1.02222,0.11357,0.53067,1.29455,0.18264,0.41976,1.40204,0.16664,0.33183,0.90694,0.12656,0.26261,1.63322,0.06118,0.20791,1.32205,0.01414,0.16452,1.34503,0.16307,0.13007,1.031,0.31793,0.10309,1.15801,0.34867,0.08153,1.14115,0.2173,0.06443,1.50807,0.1749,0.05102,1.32494,0.17586,0.04042,1.68614,0.28543,0.03192,1.35677,0.17527,0.02528,1.3639,0.03658,0.01999,1.93605,0.79368,45,80
1,12701055,15829.126,0.28505,0.00172,12516.703,0.90333,0.01238,9909.4424,0.28618,0.00326,7835.48,0.50738,0.04349,6217.2461,0.45682,0.03601,4905.291,0.63205,0.04225,3881.2737,0.31422,0.0521,3070.9827,0.57604,0.04956,2430.7778,0.40304,0.05996,1923.1537,0.73961,0.06405,1522.4358,0.66737,0.05426,1203.8446,0.75349,0.06953,952.86591,0.52146,0.05288,754.27557,0.65847,0.05074,596.71857,0.57655,0.08386,471.96338,0.55248,0.06981,373.20856,0.72678,0.06212,295.47278,0.56276,0.10947,233.87738,0.57836,0.0703,185.05922,0.6884,0.09003,146.35823,1.07917,0.11042,115.77804,0.66836,0.10211,91.6721,0.80855,0.13631,72.51701,1.06927,0.14172,57.36816,0.53579,0.1386,45.3629,0.8546,0.15028,35.93134,0.96658,0.14428,28.40909,0.91198,0.13999,22.48202,1.03105,0.15517,17.79613,0.81938,0.12625,14.06813,0.94472,0.10845,11.1448,0.79614,0.17585,8.81772,1.22094,0.18632,6.97545,0.90759,0.17541,5.5173,1.25365,0.18387,4.36941,1.27736,0.1492,3.45686,0.861,0.14942,2.73547,1.08806,0.1187,2.16054,0.93055,0.25135,1.70952,1.09474,0.12025,1.35352,1.23604,0.13158,1.07079,1.0694,0.12133,0.84734,1.09987,0.13033,0.67072,1.55559,0.17135,0.53067,1.12793,0.07563,0.41976,1.3659,0.1505,0.33183,1.56062,0.11237,0.26261,0.92237,0.13892,0.20791,1.47945,-0.01696,0.16452,1.10952,0.09536,0.13007,1.21951,0.17492,0.10309,1.02771,0.26255,0.08153,0.97268,0.12621,0.06443,1.62613,0.03985,0.05102,1.0171,0.15718,0.04042,1.48088,0.07817,0.03192,1.58024,0.54542,0.02528,2.13195,0.53744,0.01999,1.44223,0.24813,35,75
1,12701055,15829.126,0.44189,0.01385,12516.703,0.75547,0.00624,9909.4424,0.45619,0.02759,7835.48,0.39574,0.03669,6217.2461,0.45904,0.04774,4905.291,0.61281,0.05081,3881.2737,0.63266,0.05102,3070.9827,0.56881,0.04772,2430.7778,0.44504,0.0582,1923.1537,0.56806,0.05718,1522.4358,0.63655,0.07154,1203.8446,0.57067,0.07304,952.86591,0.61952,0.06778,754.27557,0.67347,0.0672,596.71857,0.85296,0.08152,471.96338,0.47085,0.08381,373.20856,0.70398,0.11412,295.47278,0.65308,0.07025,233.87738,0.50537,0.10594,185.05922,0.52603,0.10563,146.35823,0.64228,0.10225,115.77804,0.6146,0.12686,91.6721,0.66673,0.12143,72.51701,0.51689,0.11692,57.36816,0.69551,0.13576,45.3629,0.916,0.16512,35.93134,1.02707,0.13154,28.40909,0.72132,0.18822,22.48202,0.85858,0.1802,17.79613,1.04648,0.17328,14.06813,0.88116,0.18267,11.1448,1.17517,0.19367,8.81772,0.85527,0.26819,6.97545,1.15527,0.20998,5.5173,0.9342,0.15377,4.36941,0.70342,0.14204,3.45686,1.2538,0.18356,2.73547,1.4021,0.0887,2.16054,1.52581,0.14648,1.70952,1.31268,0.12416,1.35352,1.04572,0.26532,1.07079,1.21206,0.03263,0.84734,1.2132,0.13073,0.67072,1.1128,0.13282,0.53067,1.49204,0.07612,0.41976,1.41254,0.05234,0.33183,1.46814,0.07623,0.26261,1.44562,0.18454,0.20791,1.2797,0.09871,0.16452,0.7874,0.30891,0.13007,1.07014,0.17051,0.10309,1.67296,0.13929,0.08153,1.37893,0.44964,0.06443,1.45757,-0.03321,0.05102,1.62808,0.25945,0.04042,1.27076,0.51936,0.03192,1.1511,0.28142,0.02528,1.82995,0.03919,0.01999,0.92444,-0.27533,35,82
