Battery,Cell,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,Temperature,SOH
2,7266841,15829.126,0.58794,-0.00264,12516.703,0.49966,0.01009,9909.4424,0.83792,0.02036,7835.48,0.74363,0.07276,6217.2461,0.52366,0.03601,4905.291,0.74078,0.04225,3881.2737,0.31422,0.04767,3070.9827,0.58073,0.03198,2430.7778,0.49749,0.0571,1923.1537,0.65921,0.0531,1522.4358,0.57648,0.06547,1203.8446,0.57987,0.06953,952.86591,0.71253,0.07437,754.27557,0.38276,0.05074,596.71857,0.83533,0.09114,471.96338,0.63409,0.1195,373.20856,0.64685,0.1785,295.47278,0.66011,0.12585,233.87738,0.61069,0.09969,185.05922,0.45478,0.06985,146.35823,0.56919,0.07309,115.77804,0.65052,0.0788,91.6721,0.50134,0.16409,72.51701,1.26156,0.13051,57.36816,0.59179,0.12569,45.3629,0.78694,0.14686,35.93134,0.81701,0.1933,28.40909,0.81299,0.21949,22.48202,0.8505,0.17261,17.79613,0.89913,0.16727,14.06813,1.1097,0.10669,11.1448,0.9637,0.17608,8.81772,0.688,0.08957,6.97545,0.69734,0.18109,5.5173,0.96131,0.17392,4.36941,1.22301,0.16555,3.45686,1.11514,0.1548,2.73547,1.07658,0.14411,2.16054,1.1591,0.13372,1.70952,1.06209,0.20012,1.35352,1.34749,0.28648,1.07079,0.92079,0.10963,0.84734,1.2132,0.02711,0.67072,1.07557,-0.04474,0.53067,1.23258,0.10338,0.41976,1.24295,0.1067,0.33183,1.15708,0.30728,0.26261,1.26628,0.12393,0.20791,1.22866,0.48248,0.16452,1.29471,0.09588,0.13007,1.08415,0.46169,0.10309,1.32966,0.20122,0.08153,1.35334,0.22593,0.06443,1.38593,-0.04141,0.05102,1.55851,0.28493,0.04042,1.22273,0.56247,0.03192,0.56966,0.37751,0.02528,1.83919,0.80731,0.01999,2.78327,0.50504,35,76
2,7266841,15829.126,0.6346,-0.00264,12516.703,0.49966,-0.01158,9909.4424,0.50758,0.02036,7835.48,0.79919,0.08166,6217.2461,0.52366,0.01688,4905.291,0.53207,0.02192,3881.2737,0.60552,0.09468,3070.9827,0.70544,0.05255,2430.7778,0.55857,0.12584,1923.1537,0.37507,0.03995,1522.4358,0.57795,0.04238,1203.8446,0.58826,0.06018,952.86591,0.65908,0.07352,754.27557,0.515,0.07752,596.71857,0.39226,0.14495,471.96338,0.40409,0.13481,373.20856,0.41644,0.09024,295.47278,0.83224,0.06825,233.87738,0.44525,0.09482,185.05922,0.87733,0.10484,146.35823,0.78977,0.07309,115.77804,0.86607,0.12853,91.6721,0.91213,0.07917,72.51701,0.75408,0.11272,57.36816,1.0182,0.18507,45.3629,0.78348,0.08942,35.93134,0.81701,0.16274,28.40909,0.60643,0.11767,22.48202,0.7702,0.16365,17.79613,0.64332,0.14782,14.06813,0.93104,0.17528,11.1448,0.66793,0.17712,8.81772,0.70035,0.17178,6.97545,1.0302,0.19627,5.5173,1.27324,0.09714,4.36941,1.19798,0.04135,3.45686,1.11514,0.13889,2.73547,1.02722,0.14411,2.16054,1.17105,0.13372,1.70952,0.80478,0.09131,1.35352,1.19046,0.11596,1.07079,0.71359,-0.00849,0.84734,1.2132,0.35831,0.67072,0.71431,0.10344,0.53067,1.23258,0.10338,0.41976,1.59934,0.10955,0.33183,0.79338,-0.33434,0.26261,1.72304,0.61778,0.20791,1.2797,0.41343,0.16452,0.70637,0.27313,0.13007,1.31123,0.0642,0.10309,1.27786,0.20122,0.08153,2.04168,-0.51789,0.06443,0.57692,0.41547,0.05102,1.42869,0.19529,0.04042,2.2038,0.32475,0.03192,1.53778,0.72865,0.02528,0.44639,2.15954,0.01999,-0.07808,1.67888,35,80
2,7266841,15829.126,0.54908,0.00481,12516.703,0.42482,-0.00116,9909.4424,0.38351,0.06641,7835.48,0.67777,0.00924,6217.2461,0.56346,0.04368,4905.291,0.53207,0.04225,3881.2737,0.56982,0.02792,3070.9827,0.5431,0.05255,2430.7778,0.33231,0.0571,1923.1537,0.4843,0.11709,1522.4358,0.66822,0.04238,1203.8446,0.63726,0.06953,952.86591,0.57888,0.07352,754.27557,0.6102,0.05074,596.71857,0.59997,0.05319,471.96338,0.63409,0.10859,373.20856,0.41644,0.06923,295.47278,0.66011,0.09483,233.87738,0.50431,0.09969,185.05922,0.6884,0.12876,146.35823,0.70354,0.0847,115.77804,0.91784,0.11822,91.6721,0.73621,0.07917,72.51701,0.63578,0.1729,57.36816,0.7462,0.0921,45.3629,0.65639,0.15881,35.93134,0.81701,0.15568,28.40909,0.61936,0.13737,22.48202,0.86951,0.17261,17.79613,0.89913,0.11974,14.06813,0.99108,0.12422,11.1448,1.14376,0.23287,8.81772,1.07195,0.17187,6.97545,1.0932,0.18109,5.5173,1.06052,0.10565,4.36941,0.6921,0.27624,3.45686,1.01531,0.1548,2.73547,1.13879,0.1067,2.16054,1.39536,0.11401,1.70952,0.95685,0.19758,1.35352,0.71244,0.16469,1.07079,1.2591,-0.10533,0.84734,1.26438,0.10864,0.67072,1.00545,0.20995,0.53067,2.39344,0.22565,0.41976,1.80514,-0.24073,0.33183,1.3889,0.00988,0.26261,0.96297,-0.01619,0.20791,1.52416,0.14689,0.16452,1.29471,0.17405,0.13007,1.31123,-0.1911,0.10309,1.32966,-0.58931,0.08153,0.74013,0.22593,0.06443,0.72018,0.25438,0.05102,1.42869,0.14124,0.04042,2.34985,-0.10548,0.03192,0.08055,0.29926,0.02528,0.45556,0.19503,0.01999,1.32387,0.48739,35,90
2,7266841,15829.126,0.49178,0.00406,12516.703,0.53667,-0.01158,9909.4424,0.50758,0.00142,7835.48,0.67927,0.0289,6217.2461,0.63193,0.07101,4905.291,0.61377,0.02192,3881.2737,0.44914,0.04767,3070.9827,0.52059,0.07522,2430.7778,0.57911,0.05531,1923.1537,0.91114,0.06137,1522.4358,0.55856,0.04238,1203.8446,0.67517,0.04701,952.86591,0.78015,0.0503,754.27557,0.38109,0.05074,596.71857,0.50438,0.05319,471.96338,0.57355,0.05671,373.20856,0.41644,0.09024,295.47278,0.56905,0.10263,233.87738,0.88414,0.09969,185.05922,0.6884,0.10737,146.35823,0.46829,0.10614,115.77804,0.48404,0.18053,91.6721,0.90233,0.09942,72.51701,0.57013,0.13051,57.36816,1.46495,0.16743,45.3629,0.8651,0.19603,35.93134,0.71751,0.15568,28.40909,0.84208,0.13737,22.48202,0.95242,0.20997,17.79613,1.22521,0.17935,14.06813,1.68689,0.24408,11.1448,0.84001,0.13355,8.81772,0.67535,0.18498,6.97545,1.0302,0.18109,5.5173,0.77585,0.31384,4.36941,0.97595,0.16555,3.45686,1.47716,0.19652,2.73547,0.89209,0.14411,2.16054,1.37242,0.22897,1.70952,1.29528,0.05003,1.35352,1.71772,0.11596,1.07079,1.20269,0.09032,0.84734,1.28768,0.01448,0.67072,0.76173,0.10344,0.53067,1.39947,0.09262,0.41976,1.06512,0.1067,0.33183,1.64972,0.30242,0.26261,0.69713,0.20873,0.20791,1.36279,0.10467,0.16452,1.06242,0.42376,0.13007,1.61328,0.17757,0.10309,0.99139,0.7755,0.08153,1.39094,-0.14405,0.06443,1.47223,0.25438,0.05102,0.57223,0.81769,0.04042,0.41545,0.32475,0.03192,2.81065,0.1139,0.02528,1.59403,-1.36552,0.01999,1.65161,1.00607,25,81
2,7266841,15829.126,0.5851,0.02278,12516.703,0.27973,0.02047,9909.4424,0.78423,0.03397,7835.48,0.72143,0.02058,6217.2461,0.47667,0.03601,4905.291,0.53207,0.02937,3881.2737,0.54064,0.02792,3070.9827,0.39041,0.05104,2430.7778,0.55185,0.0356,1923.1537,0.42477,0.03995,1522.4358,1.03675,0.04238,1203.8446,0.36045,0.07515,952.86591,0.97937,0.11048,754.27557,0.42523,0.07745,596.71857,0.79197,0.08164,471.96338,0.53199,0.05671,373.20856,0.86284,0.15405,295.47278,0.67755,0.09648,233.87738,0.61739,0.06595,185.05922,0.97626,0.16611,146.35823,0.65555,0.15971,115.77804,0.76584,0.1298,91.6721,0.50134,0.11054,72.51701,0.71289,0.16698,57.36816,0.97845,0.16435,45.3629,0.74437,0.20311,35.93134,0.82965,0.16925,28.40909,0.62336,0.16433,22.48202,0.99162,0.15779,17.79613,0.95785,0.24276,14.06813,0.79106,0.09848,11.1448,0.92549,0.18596,8.81772,0.75368,0.19008,6.97545,0.68251,0.11858,5.5173,1.1301,0.17392,4.36941,0.93564,0.02481,3.45686,1.1472,0.29282,2.73547,0.90435,0.19539,2.16054,0.87267,0.23412,1.70952,0.76687,0.20979,1.35352,1.25545,0.11596,1.07079,1.12091,0.10552,0.84734,1.6926,-0.12042,0.67072,1.34139,-0.04221,0.53067,0.94319,-0.08164,0.41976,0.89792,0.1067,0.33183,0.73482,0.17348,0.26261,1.29982,0.12393,0.20791,1.18088,0.13795,0.16452,1.21007,0.1333,0.13007,1.76356,-0.19776,0.10309,1.32966,0.24473,0.08153,0.53156,0.16487,0.06443,1.92383,0.17028,0.05102,1.69456,0.14965,0.04042,1.81326,0.32475,0.03192,2.16221,0.02359,0.02528,1.01277,1.08772,0.01999,1.11036,0.99818,25,78
2,7266841,15829.126,0.4105,-0.00264,12516.703,0.7845,0.00421,9909.4424,0.61275,0.01595,7835.48,0.51118,0.02327,6217.2461,0.56393,0.01719,4905.291,0.39141,0.03641,3881.2737,0.57538,0.05496,3070.9827,0.37914,0.05797,2430.7778,0.53773,0.07301,1923.1537,0.56806,0.03995,1522.4358,0.35013,0.04238,1203.8446,0.53257,0.06835,952.86591,0.63826,0.07612,754.27557,0.4701,0.07794,596.71857,0.78302,0.05319,471.96338,0.52564,0.08687,373.20856,0.6857,0.07108,295.47278,0.65609,0.06698,233.87738,0.44186,0.08218,185.05922,0.68638,0.06985,146.35823,0.86614,0.10871,115.77804,0.91663,0.11651,91.6721,0.58641,0.10219,72.51701,0.8216,0.17336,57.36816,1.05253,0.18892,45.3629,0.72551,0.16489,35.93134,0.73951,0.17584,28.40909,1.09565,0.13693,22.48202,0.85475,0.21944,17.79613,0.64332,0.19238,14.06813,0.97924,0.19448,11.1448,0.66793,0.12822,8.81772,1.15402,0.24456,6.97545,1.26462,0.15432,5.5173,0.93092,0.22196,4.36941,0.95997,0.04946,3.45686,1.06515,0.24057,2.73547,1.03604,0.08546,2.16054,0.90313,0.22626,1.70952,1.17609,0.26494,1.35352,1.22089,0.09772,1.07079,1.13236,0.09416,0.84734,1.33684,0.0739,0.67072,1.43831,0.32865,0.53067,1.20739,0.25113,0.41976,0.71707,0.1067,0.33183,1.22834,0.02797,0.26261,0.69713,0.05809,0.20791,1.23527,0.10924,0.16452,1.07733,-0.17362,0.13007,1.09556,0.19055,0.10309,1.34932,0.25538,0.08153,1.32463,-0.01366,0.06443,0.43458,0.11126,0.05102,0.63617,0.46664,0.04042,1.09597,0.57864,0.03192,2.47233,0.36501,0.02528,0.85459,0.43894,0.01999,1.8479,0.55125,35,78
2,7266841,15829.126,0.64196,0.00198,12516.703,0.49966,-0.00615,9909.4424,0.28618,0.00799,7835.48,0.49868,0.03267,6217.2461,0.54669,0.02912,4905.291,0.30696,0.04051,3881.2737,0.4993,0.05436,3070.9827,0.81342,0.05188,2430.7778,0.60082,0.06852,1923.1537,0.52487,0.04979,1522.4358,0.57795,0.07866,1203.8446,0.61936,0.08408,952.86591,0.52482,0.05235,754.27557,0.38109,0.07928,596.71857,0.45223,0.05988,471.96338,0.72113,0.064,373.20856,0.57057,0.11644,295.47278,0.56343,0.10791,233.87738,0.56681,0.13709,185.05922,0.4665,0.10484,146.35823,0.70354,0.07769,115.77804,0.54412,0.1029,91.6721,0.96869,0.12318,72.51701,0.94327,0.13051,57.36816,1.04951,0.13242,45.3629,0.90986,0.14686,35.93134,0.89927,0.1158,28.40909,0.74407,0.11022,22.48202,0.91998,0.23331,17.79613,0.8582,0.18313,14.06813,0.83732,0.27506,11.1448,0.8217,0.15761,8.81772,1.20413,0.27595,6.97545,0.90032,0.22406,5.5173,1.02468,0.25531,4.36941,1.21851,0.13876,3.45686,1.29286,0.23127,2.73547,1.19566,0.29793,2.16054,1.01435,0.04133,1.70952,1.192,0.19911,1.35352,1.38195,0.06184,1.07079,1.20269,0.10373,0.84734,1.14207,0.13784,0.67072,1.35598,0.18342,0.53067,1.25432,0.09402,0.41976,1.53964,0.06374,0.33183,1.28447,0.08736,0.26261,1.82667,-0.08617,0.20791,1.06097,0.04205,0.16452,1.53164,-0.03669,0.13007,1.13059,0.33338,0.10309,1.7338,-0.13442,0.08153,0.81532,0.37775,0.06443,1.50788,5e-05,0.05102,1.37048,0.07225,0.04042,1.01096,0.30083,0.03192,1.25724,-0.09055,0.02528,1.16101,0.44908,0.01999,1.91857,0.37552,45,96
2,7266841,15829.126,0.27335,0.03347,12516.703,0.42203,0.0048,9909.4424,0.58065,0.01096,7835.48,0.53749,0.03012,6217.2461,0.29994,0.03604,4905.291,0.65976,0.04538,3881.2737,0.61315,0.04645,3070.9827,0.52956,0.06315,2430.7778,0.51844,0.07137,1923.1537,0.46857,0.05622,1522.4358,0.47037,0.06299,1203.8446,0.56634,0.05803,952.86591,0.59901,0.05368,754.27557,0.64632,0.07752,596.71857,0.61905,0.09529,471.96338,0.55094,0.0771,373.20856,0.67381,0.10675,295.47278,0.67598,0.08025,233.87738,0.44186,0.10558,185.05922,0.49644,0.09024,146.35823,0.46829,0.13857,115.77804,0.95745,0.14762,91.6721,0.87151,0.08473,72.51701,0.51689,0.10111,57.36816,0.72133,0.11176,45.3629,0.72722,0.13988,35.93134,0.92109,0.12721,28.40909,0.8945,0.13703,22.48202,0.82225,0.17786,17.79613,1.13349,0.17935,14.06813,1.00641,0.13417,11.1448,0.66793,0.2035,8.81772,1.01835,0.08183,6.97545,1.10708,0.06991,5.5173,1.1544,0.17979,4.36941,1.03746,0.03817,3.45686,1.21717,0.11283,2.73547,0.97318,0.19737,2.16054,1.27688,0.12539,1.70952,0.94566,-0.0337,1.35352,1.07601,-0.04802,1.07079,1.34713,0.11121,0.84734,1.17428,0.05673,0.67072,1.33154,0.02084,0.53067,0.71398,0.00896,0.41976,1.47843,0.00578,0.33183,0.97907,0.11841,0.26261,1.47351,0.06458,0.20791,1.80962,0.16781,0.16452,1.29471,0.13897,0.13007,1.21934,0.31922,0.10309,1.48908,-0.05663,0.08153,1.23651,-0.10672,0.06443,1.33531,0.44582,0.05102,1.62568,0.28229,0.04042,1.84333,0.51456,0.03192,1.03372,0.40822,0.02528,1.73597,0.54277,0.01999,1.29561,0.46392,25,82
2,7266841,15829.126,0.27335,0.00022,12516.703,0.27973,0.01009,9909.4424,0.54687,0.01655,7835.48,0.635,0.0368,6217.2461,0.57065,0.03894,4905.291,0.5975,0.0423,3881.2737,0.76152,0.04403,3070.9827,0.61815,0.04247,2430.7778,0.55857,0.07051,1923.1537,0.39485,0.07201,1522.4358,0.5785,0.07287,1203.8446,0.56014,0.07821,952.86591,0.61648,0.07616,754.27557,0.57365,0.07752,596.71857,0.39226,0.07355,471.96338,0.63258,0.05975,373.20856,0.44183,0.08968,295.47278,0.81685,0.07497,233.87738,0.66293,0.11749,185.05922,0.88797,0.08366,146.35823,0.51232,0.09685,115.77804,0.84442,0.14004,91.6721,0.70216,0.08966,72.51701,0.59416,0.13827,57.36816,0.78644,0.14466,45.3629,0.90683,0.15257,35.93134,0.60778,0.1744,28.40909,0.84208,0.12066,22.48202,0.74832,0.1931,17.79613,0.84437,0.17803,14.06813,0.87737,0.18077,11.1448,1.1017,0.16048,8.81772,1.08924,0.25956,6.97545,0.86801,0.20614,5.5173,1.00486,0.12626,4.36941,1.12997,0.27547,3.45686,0.94912,0.12997,2.73547,1.11807,0.18045,2.16054,1.34551,0.17581,1.70952,1.11725,0.17537,1.35352,1.19046,0.14914,1.07079,0.93312,0.02928,0.84734,1.26176,0.11281,0.67072,1.25283,0.01816,0.53067,1.48423,0.07919,0.41976,1.29696,0.11156,0.33183,1.35294,0.16812,0.26261,1.20906,0.03115,0.20791,1.44712,0.04274,0.16452,0.84547,0.13001,0.13007,1.58206,0.35199,0.10309,1.21541,0.20122,0.08153,1.38832,0.26307,0.06443,1.17577,0.42634,0.05102,0.96869,0.34871,0.04042,1.50409,0.34548,0.03192,2.01451,0.37751,0.02528,1.58541,0.52912,0.01999,2.37877,0.54502,45,79
2,7266841,15829.126,0.37876,-0.00375,12516.703,0.40429,-0.0047,9909.4424,0.55746,0.02999,7835.48,0.37159,0.04245,6217.2461,0.6453,0.04353,4905.291,0.53207,0.04225,3881.2737,0.86007,0.04218,3070.9827,0.38832,0.04541,2430.7778,0.78066,0.05843,1923.1537,0.56806,0.04245,1522.4358,0.71159,0.07516,1203.8446,0.5592,0.07384,952.86591,0.7969,0.06195,754.27557,0.39096,0.07752,596.71857,0.4055,0.05411,471.96338,0.68932,0.06725,373.20856,0.41644,0.08325,295.47278,0.71294,0.12613,233.87738,0.51357,0.09726,185.05922,0.68866,0.09286,146.35823,0.77515,0.13502,115.77804,0.70607,0.15459,91.6721,0.66705,0.16206,72.51701,0.51689,0.14326,57.36816,0.80481,0.14795,45.3629,0.83772,0.15672,35.93134,0.77289,0.1281,28.40909,0.69628,0.15053,22.48202,0.98497,0.17272,17.79613,1.05336,0.15468,14.06813,0.89927,0.20832,11.1448,1.04237,0.23702,8.81772,0.93269,0.14331,6.97545,1.32425,0.18389,5.5173,1.39291,0.30784,4.36941,1.10639,0.04295,3.45686,1.11514,0.07246,2.73547,1.30735,0.24205,2.16054,1.08639,0.23264,1.70952,1.18171,0.12999,1.35352,1.49528,0.04976,1.07079,1.5006,0.01797,0.84734,0.87433,0.26685,0.67072,1.44366,0.18528,0.53067,1.23258,0.0788,0.41976,0.95814,0.10244,0.33183,1.22074,0.02184,0.26261,1.13969,0.14165,0.20791,1.56352,0.16532,0.16452,1.36604,0.16992,0.13007,1.27201,0.13078,0.10309,1.35235,0.37179,0.08153,1.73982,0.34411,0.06443,1.16733,0.27378,0.05102,0.95476,0.33547,0.04042,1.23867,0.43749,0.03192,1.8264,0.23358,0.02528,0.87726,0.64683,0.01999,1.91759,0.84855,45,94
