Battery,Cell,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,Temperature,SOH
4,9158093,15829.126,0.60308,-0.00264,12516.703,0.49668,0.01572,9909.4424,0.39148,0.03738,7835.48,0.96242,0.0094,6217.2461,0.80038,0.06213,4905.291,0.53207,0.1455,3881.2737,0.54064,0.04767,3070.9827,0.56577,0.05255,2430.7778,0.55857,0.07195,1923.1537,0.63393,0.03995,1522.4358,0.57795,0.06929,1203.8446,0.36045,0.04489,952.86591,0.54852,0.04743,754.27557,0.38109,0.07752,596.71857,0.71516,0.05319,471.96338,0.63409,0.10221,373.20856,0.4786,0.09024,295.47278,0.6099,0.09483,233.87738,1.1162,0.12752,185.05922,0.51041,0.10484,146.35823,0.70354,0.09385,115.77804,0.71945,0.11228,91.6721,0.73621,0.07917,72.51701,1.28001,0.13051,57.36816,0.77346,0.13844,45.3629,0.79442,0.11293,35.93134,1.10643,0.15568,28.40909,0.60643,0.16433,22.48202,0.86951,0.19792,17.79613,0.69629,0.10336,14.06813,0.93104,0.15909,11.1448,0.7223,0.29246,8.81772,0.84289,0.17199,6.97545,1.0302,0.14818,5.5173,1.06052,0.14744,4.36941,0.87121,0.11227,3.45686,1.2542,0.24185,2.73547,1.07569,0.07173,2.16054,1.37618,0.13372,1.70952,1.17609,0.22278,1.35352,1.19046,0.15041,1.07079,0.99157,0.10963,0.84734,0.71633,0.05987,0.67072,0.71431,0.10344,0.53067,0.86056,0.10338,0.41976,1.47885,0.39729,0.33183,1.25414,0.11351,0.26261,1.26628,0.12393,0.20791,1.2797,1.03282,0.16452,1.29471,0.15592,0.13007,1.31123,0.09944,0.10309,1.04338,0.20122,0.08153,3.20267,0.67075,0.06443,0.95261,-0.23475,0.05102,1.93841,0.28493,0.04042,1.55374,0.33407,0.03192,1.95729,0.86595,0.02528,2.31708,0.44187,0.01999,0.06839,0.50504,35,78
4,9158093,15829.126,0.49178,-0.02835,12516.703,0.56411,-0.01158,9909.4424,0.50758,0.07252,7835.48,0.39375,0.0289,6217.2461,0.52366,0.01688,4905.291,0.53207,0.04695,3881.2737,0.92943,0.04767,3070.9827,0.54945,0.05816,2430.7778,0.48098,0.0571,1923.1537,0.58942,0.03995,1522.4358,0.57795,0.06547,1203.8446,0.58826,0.11268,952.86591,0.71142,0.07352,754.27557,0.70154,0.10399,596.71857,0.73659,0.05319,471.96338,0.40409,0.05671,373.20856,0.64685,0.16071,295.47278,0.66011,0.09483,233.87738,0.67395,0.16375,185.05922,0.65778,0.14314,146.35823,0.46829,0.11042,115.77804,0.71945,0.12151,91.6721,0.65018,0.12318,72.51701,0.80991,0.13051,57.36816,0.77346,0.15612,45.3629,1.23698,0.14686,35.93134,1.18875,0.13963,28.40909,0.61388,0.19806,22.48202,0.86951,0.17261,17.79613,0.91885,0.23442,14.06813,1.04458,0.18246,11.1448,1.66298,0.21853,8.81772,0.67535,0.21909,6.97545,0.79931,0.2612,5.5173,1.06052,0.08478,4.36941,1.19614,0.08891,3.45686,1.11514,0.02354,2.73547,1.13879,0.22523,2.16054,1.67503,0.05294,1.70952,1.54412,0.13074,1.35352,0.82113,0.11596,1.07079,1.16132,0.10963,0.84734,1.2132,0.10529,0.67072,1.32415,0.10344,0.53067,1.23258,0.10338,0.41976,1.39705,0.04375,0.33183,1.80482,0.0913,0.26261,1.26628,-0.17611,0.20791,1.0637,-0.11694,0.16452,2.00598,0.15592,0.13007,1.17494,-0.0174,0.10309,1.32966,0.74146,0.08153,1.35334,1.27851,0.06443,1.38593,0.81315,0.05102,1.87898,0.48295,0.04042,1.48088,0.89675,0.03192,1.53778,1.57563,0.02528,-0.11252,-0.07273,0.01999,-0.03762,0.69821,45,70
4,9158093,15829.126,0.5014,-0.00174,12516.703,0.49966,-0.01158,9909.4424,0.41552,0.0538,7835.48,0.82916,0.0289,6217.2461,0.52366,0.09552,4905.291,0.68775,0.04225,3881.2737,0.54064,0.04767,3070.9827,0.54945,0.03818,2430.7778,0.71019,0.05236,1923.1537,0.53146,0.05948,1522.4358,0.35819,0.04238,1203.8446,0.58826,0.07254,952.86591,0.59901,0.04743,754.27557,0.38109,0.05693,596.71857,0.62189,0.10383,471.96338,0.40409,0.08571,373.20856,0.86411,0.05947,295.47278,0.84171,0.09483,233.87738,0.5367,0.09969,185.05922,0.6884,0.06985,146.35823,0.70354,0.10617,115.77804,0.73819,0.09839,91.6721,0.73621,0.12318,72.51701,0.89885,0.13051,57.36816,0.97933,0.09516,45.3629,1.01081,0.18733,35.93134,0.81701,0.12807,28.40909,0.64382,0.13991,22.48202,1.19246,0.18639,17.79613,1.11104,0.17935,14.06813,0.65739,0.22389,11.1448,1.18854,0.13401,8.81772,1.55506,0.2442,6.97545,0.86061,0.24421,5.5173,1.39139,0.17392,4.36941,0.94438,0.24873,3.45686,0.91775,0.03811,2.73547,0.90646,0.14411,2.16054,1.1591,0.22144,1.70952,1.21155,0.12991,1.35352,1.19046,0.11596,1.07079,1.49552,0.10963,0.84734,1.39143,0.17806,0.67072,0.95755,0.10344,0.53067,1.88532,-0.10517,0.41976,1.35052,-0.08957,0.33183,1.40202,0.02841,0.26261,0.95292,0.12393,0.20791,2.21923,0.21739,0.16452,1.69339,0.28334,0.13007,0.60795,0.15629,0.10309,1.89391,0.16923,0.08153,0.48251,-0.32502,0.06443,0.43596,0.28505,0.05102,1.27826,0.41851,0.04042,1.48088,-0.01783,0.03192,1.53778,0.37751,0.02528,1.99384,0.53735,0.01999,0.86641,0.84432,25,72
4,9158093,15829.126,0.43064,-0.01315,12516.703,0.78098,0.0442,9909.4424,0.53651,0.03657,7835.48,0.51561,0.0289,6217.2461,0.65957,0.03539,4905.291,0.30696,0.04578,3881.2737,0.54064,0.04767,3070.9827,0.65341,0.03198,2430.7778,0.44909,0.07831,1923.1537,0.34108,0.03995,1522.4358,0.35013,0.08257,1203.8446,0.58826,0.11681,952.86591,0.37084,0.11496,754.27557,0.6102,0.05713,596.71857,0.62189,0.10942,471.96338,0.53632,0.13301,373.20856,0.85129,0.09869,295.47278,0.95446,0.06259,233.87738,0.67395,0.13224,185.05922,0.71792,0.14263,146.35823,0.70354,0.07798,115.77804,0.92743,0.09035,91.6721,0.53915,0.14652,72.51701,1.25878,0.13051,57.36816,0.7704,0.19463,45.3629,0.79442,0.07749,35.93134,0.81701,0.15184,28.40909,0.81768,0.18835,22.48202,0.84625,0.14189,17.79613,0.64332,0.2213,14.06813,0.94864,0.09288,11.1448,0.9637,0.09197,8.81772,0.67535,0.18498,6.97545,1.1902,0.18109,5.5173,1.10512,0.28762,4.36941,1.08896,0.09758,3.45686,1.36042,0.1548,2.73547,1.57961,0.05872,2.16054,1.19478,0.1192,1.70952,1.55464,0.32093,1.35352,1.36326,-0.06355,1.07079,0.83648,0.16749,0.84734,1.09646,0.10529,0.67072,1.07442,0.13421,0.53067,1.16549,0.33179,0.41976,0.94104,0.1067,0.33183,0.99784,0.25825,0.26261,1.76281,0.12453,0.20791,1.2797,0.34572,0.16452,1.29471,0.17068,0.13007,1.28915,0.17757,0.10309,1.32966,0.28606,0.08153,1.35501,0.20578,0.06443,0.40085,0.58639,0.05102,0.89221,0.28493,0.04042,0.81765,0.79987,0.03192,0.58047,0.37751,0.02528,1.59403,-0.15142,0.01999,1.13189,1.03898,25,78
4,9158093,15829.126,0.49178,-0.02835,12516.703,0.33033,-0.01158,9909.4424,0.67098,0.02036,7835.48,0.41723,0.0289,6217.2461,0.52366,0.01889,4905.291,0.53207,0.03824,3881.2737,0.45048,0.07092,3070.9827,0.54945,0.04463,2430.7778,0.33936,0.0571,1923.1537,0.36453,0.06975,1522.4358,0.64553,0.07187,1203.8446,0.9758,0.04585,952.86591,0.87704,0.07352,754.27557,0.52116,0.05074,596.71857,0.67421,0.08164,471.96338,0.61506,0.12659,373.20856,0.56932,0.12227,295.47278,0.93914,0.08708,233.87738,0.45294,0.18873,185.05922,0.70585,0.08513,146.35823,0.71298,0.09333,115.77804,0.97424,0.11655,91.6721,0.9857,0.14705,72.51701,0.97776,0.13239,57.36816,0.53579,0.13844,45.3629,0.55824,0.14886,35.93134,0.70971,0.15568,28.40909,0.60643,0.17026,22.48202,1.2694,0.14848,17.79613,0.6436,0.18128,14.06813,0.99769,0.18399,11.1448,1.15517,0.11233,8.81772,0.99697,0.18498,6.97545,1.09383,0.35739,5.5173,1.64058,0.10737,4.36941,0.9835,0.29912,3.45686,1.13796,0.21061,2.73547,1.13879,0.2946,2.16054,1.62415,0.14895,1.70952,1.02295,0.13543,1.35352,1.33075,-0.05422,1.07079,0.71358,0.00379,0.84734,1.68561,0.14208,0.67072,1.15033,0.2769,0.53067,1.30668,0.13851,0.41976,1.1102,0.22929,0.33183,1.25414,0.06519,0.26261,0.91682,0.12393,0.20791,1.28038,0.23914,0.16452,1.11049,0.01599,0.13007,1.56718,0.41103,0.10309,1.49011,0.06204,0.08153,1.18704,0.40164,0.06443,1.69123,0.13752,0.05102,0.97546,0.22058,0.04042,1.48088,-0.04796,0.03192,1.53778,0.22638,0.02528,1.59403,0.5114,0.01999,1.52039,-0.49121,45,78
4,9158093,15829.126,0.45837,-0.00218,12516.703,0.54177,0.02732,9909.4424,0.43178,0.02136,7835.48,0.69584,0.01535,6217.2461,0.39202,0.02664,4905.291,0.63986,0.06226,3881.2737,0.5417,0.03558,3070.9827,0.32305,0.06926,2430.7778,0.38531,0.0435,1923.1537,0.76611,0.08138,1522.4358,0.58172,0.06348,1203.8446,0.6563,0.07737,952.86591,0.7241,0.04885,754.27557,0.56479,0.05751,596.71857,0.42632,0.09794,471.96338,0.67522,0.08838,373.20856,0.68598,0.12396,295.47278,0.49411,0.10357,233.87738,0.44186,0.13703,185.05922,0.51893,0.11598,146.35823,0.91493,0.09562,115.77804,0.48404,0.12666,91.6721,1.04434,0.1468,72.51701,1.07026,0.17365,57.36816,0.97313,0.17676,45.3629,0.69829,0.16601,35.93134,0.81701,0.14563,28.40909,0.62854,0.13779,22.48202,0.82009,0.19072,17.79613,0.86566,0.16181,14.06813,0.98418,0.18399,11.1448,1.04145,0.312,8.81772,0.90416,0.15827,6.97545,0.95188,0.25139,5.5173,0.68894,0.20406,4.36941,1.17522,0.02481,3.45686,0.79887,0.20092,2.73547,0.85512,0.14411,2.16054,0.92628,0.06857,1.70952,1.43538,0.29424,1.35352,1.21639,0.01744,1.07079,1.12576,0.06591,0.84734,1.35531,0.10043,0.67072,0.87388,0.04041,0.53067,0.81005,0.13602,0.41976,1.48705,0.31159,0.33183,1.6635,0.01207,0.26261,1.20235,-0.00032,0.20791,1.19486,0.13794,0.16452,1.66775,0.09853,0.13007,1.06866,0.40489,0.10309,1.23936,0.14789,0.08153,0.93759,0.16755,0.06443,1.24641,0.07802,0.05102,0.92076,0.67995,0.04042,1.31509,0.32475,0.03192,1.7133,0.2455,0.02528,1.16402,0.28944,0.01999,2.03092,0.68283,25,84
4,9158093,15829.126,0.29489,0.01558,12516.703,0.52108,0.01009,9909.4424,1.04165,0.00864,7835.48,0.30232,0.0289,6217.2461,0.64747,0.01688,4905.291,0.53207,0.03076,3881.2737,0.77651,0.04554,3070.9827,0.83637,0.0564,2430.7778,0.56876,0.05015,1923.1537,0.61869,0.07214,1522.4358,0.82759,0.07123,1203.8446,0.58826,0.08284,952.86591,0.66468,0.07158,754.27557,0.77308,0.09149,596.71857,0.63391,0.07619,471.96338,0.60583,0.08981,373.20856,0.80875,0.07547,295.47278,0.58703,0.11978,233.87738,0.63294,0.14596,185.05922,0.88775,0.06985,146.35823,0.85009,0.15422,115.77804,1.28261,0.10825,91.6721,0.74714,0.09411,72.51701,0.69153,0.13437,57.36816,0.77346,0.13691,45.3629,0.91757,0.17031,35.93134,0.75008,0.15568,28.40909,0.81771,0.20722,22.48202,0.70269,0.172,17.79613,0.83335,0.15357,14.06813,1.17899,0.17678,11.1448,0.97715,0.15457,8.81772,1.4753,0.23278,6.97545,1.00147,0.0715,5.5173,0.94233,0.1799,4.36941,1.16724,0.04705,3.45686,1.0373,0.07037,2.73547,1.4848,0.2847,2.16054,1.25231,0.09259,1.70952,0.9971,0.17224,1.35352,0.71009,-0.06355,1.07079,1.02834,0.01299,0.84734,0.92518,0.14143,0.67072,1.08079,-0.00381,0.53067,0.85758,0.13912,0.41976,1.32151,-0.02639,0.33183,1.21106,0.08254,0.26261,1.26628,0.075,0.20791,1.64314,0.23037,0.16452,1.75333,0.1569,0.13007,1.44398,0.4167,0.10309,1.38703,0.28598,0.08153,1.06068,0.06446,0.06443,1.37827,-0.28705,0.05102,0.67524,0.31858,0.04042,1.48088,-0.0652,0.03192,1.72424,0.40958,0.02528,1.85522,-0.06231,0.01999,1.63694,0.37603,35,69
4,9158093,15829.126,0.5011,0.01388,12516.703,0.39108,-0.00507,9909.4424,0.42177,0.0099,7835.48,0.81756,0.0296,6217.2461,0.52677,0.04446,4905.291,0.6092,0.05216,3881.2737,0.66292,0.04072,3070.9827,0.65512,0.05419,2430.7778,0.47214,0.05863,1923.1537,0.34108,0.05458,1522.4358,0.35013,0.0607,1203.8446,0.62904,0.07358,952.86591,0.51694,0.08069,754.27557,0.38109,0.05309,596.71857,0.82514,0.07134,471.96338,0.69923,0.08588,373.20856,1.04512,0.11538,295.47278,0.57183,0.0889,233.87738,0.67044,0.11322,185.05922,0.71489,0.08842,146.35823,0.72565,0.10774,115.77804,1.02067,0.1184,91.6721,1.11945,0.15742,72.51701,0.76199,0.14064,57.36816,0.68381,0.13572,45.3629,0.97362,0.12769,35.93134,1.29208,0.18676,28.40909,0.62481,0.17778,22.48202,0.9444,0.20747,17.79613,0.75279,0.21541,14.06813,0.65739,0.19537,11.1448,1.1287,0.16992,8.81772,0.73342,0.23013,6.97545,0.98694,0.12681,5.5173,0.98589,0.2026,4.36941,1.109,0.13884,3.45686,1.23179,0.31683,2.73547,0.91899,0.01007,2.16054,1.19986,0.13213,1.70952,1.08145,0.11436,1.35352,1.27653,-0.03694,1.07079,1.596,0.10963,0.84734,0.86698,0.10652,0.67072,1.43562,0.13448,0.53067,1.14715,0.19821,0.41976,1.64862,0.1136,0.33183,1.40944,0.13181,0.26261,1.57394,0.07771,0.20791,1.44556,0.13543,0.16452,1.29471,0.04264,0.13007,1.41799,0.12106,0.10309,1.16587,0.1428,0.08153,0.93132,0.06791,0.06443,1.84131,0.09342,0.05102,1.25284,0.83821,0.04042,1.78833,0.2148,0.03192,1.58082,0.17873,0.02528,1.62413,-0.03134,0.01999,1.25112,0.43305,35,78
4,9158093,15829.126,0.3196,0.0269,12516.703,0.56738,0.01561,9909.4424,0.28618,0.01153,7835.48,0.33708,0.03701,6217.2461,0.65632,0.03943,4905.291,0.37634,0.04156,3881.2737,0.40603,0.04764,3070.9827,0.88126,0.05842,2430.7778,0.55044,0.05294,1923.1537,0.72139,0.08733,1522.4358,0.55037,0.05599,1203.8446,0.3971,0.08399,952.86591,0.78016,0.04743,754.27557,0.56222,0.08225,596.71857,0.76582,0.06796,471.96338,0.50033,0.08698,373.20856,0.7846,0.10321,295.47278,0.84348,0.13334,233.87738,0.746,0.11978,185.05922,0.7484,0.1133,146.35823,1.18356,0.12997,115.77804,0.52958,0.13348,91.6721,0.75895,0.12496,72.51701,0.67487,0.12364,57.36816,0.64301,0.16027,45.3629,1.19129,0.14584,35.93134,1.20808,0.13247,28.40909,0.60643,0.12706,22.48202,0.96705,0.11136,17.79613,0.97136,0.16846,14.06813,1.09313,0.15882,11.1448,1.13637,0.22097,8.81772,0.73509,0.07374,6.97545,1.08666,0.16733,5.5173,1.26546,0.20454,4.36941,0.95414,0.27703,3.45686,0.86589,0.23507,2.73547,0.93408,0.01007,2.16054,1.2895,0.14455,1.70952,1.02287,0.02399,1.35352,1.06004,0.1694,1.07079,1.20269,0.05162,0.84734,1.3354,0.157,0.67072,1.03755,-0.0248,0.53067,1.11189,0.0852,0.41976,1.2278,0.07218,0.33183,1.22723,0.19356,0.26261,1.37266,0.08381,0.20791,1.53131,-0.03309,0.16452,1.34375,0.14535,0.13007,1.7094,0.10138,0.10309,1.9626,0.14007,0.08153,1.35334,-0.06964,0.06443,1.31954,0.23329,0.05102,1.20833,-0.31225,0.04042,1.22384,0.31372,0.03192,1.53778,0.35358,0.02528,1.56968,-0.16606,0.01999,1.9861,0.47965,45,85
4,9158093,15829.126,0.3217,0.00013,12516.703,0.49462,0.00818,9909.4424,0.54848,0.02339,7835.48,0.48487,0.04318,6217.2461,0.87793,0.03838,4905.291,0.43689,0.04014,3881.2737,0.39295,0.02792,3070.9827,0.7108,0.06824,2430.7778,0.33231,0.06578,1923.1537,0.56806,0.06794,1522.4358,0.35013,0.0543,1203.8446,0.68415,0.06953,952.86591,0.8636,0.06322,754.27557,0.60787,0.07303,596.71857,0.66251,0.0868,471.96338,0.6552,0.08818,373.20856,0.66198,0.07986,295.47278,0.48945,0.08584,233.87738,0.87446,0.11053,185.05922,0.79764,0.09885,146.35823,0.87519,0.10328,115.77804,1.007,0.11408,91.6721,0.68493,0.11718,72.51701,0.66737,0.14009,57.36816,0.95044,0.1382,45.3629,1.06279,0.15254,35.93134,0.64923,0.16566,28.40909,1.01835,0.19428,22.48202,1.09659,0.14714,17.79613,1.07654,0.10396,14.06813,0.75757,0.15708,11.1448,0.89537,0.2178,8.81772,0.90067,0.11267,6.97545,1.2924,0.19001,5.5173,1.33658,0.0847,4.36941,1.12825,0.26729,3.45686,1.211,0.21582,2.73547,1.54119,0.11262,2.16054,1.09854,0.00511,1.70952,0.99407,0.15802,1.35352,1.28353,0.08197,1.07079,1.1864,0.02652,0.84734,1.38531,0.05677,0.67072,1.6692,0.09034,0.53067,1.27372,0.05115,0.41976,1.07257,0.16696,0.33183,1.38786,0.15488,0.26261,1.16735,0.07283,0.20791,1.71346,0.15394,0.16452,0.98445,0.18166,0.13007,1.27491,0.16403,0.10309,1.41507,0.02575,0.08153,0.68142,0.48445,0.06443,1.35556,0.37987,0.05102,1.52787,0.08935,0.04042,1.93676,-0.05664,0.03192,2.57584,0.02008,0.02528,1.57974,0.28529,0.01999,1.5618,0.21312,35,77
